36.4015625,36.4015625,36.4015625
36.8015625,36.4015625,36.8015625
36.4015625,36.8015625,36.8015625
36.4015625,36.8015625,36.8015625
36.8015625,36.8015625,36.4015625
36.8015625,36.4015625,36.4015625
36.4015625,36.4015625,36.4015625
36.4015625,36.4015625,36.4015625
36.4015625,36.4015625,36.8015625
36.4015625,36.8015625,36.4015625
36.8015625,36.8015625,36.8015625
36.8015625,36.4015625,36.8015625
36.8015625,36.8015625,36.4015625
36.4015625,36.4015625,36.4015625
36.8015625,36.4015625,36.8015625
36.4015625,36.8015625,36.8015625
36.4015625,36.8015625,36.8015625
36.8015625,36.4015625,36.4015625
36.4015625,36.4015625,36.4015625
36.8015625,36.8015625,36.4015625
36.4015625,36.4015625,36.8015625
36.4015625,36.0015625,36.4015625
36.8015625,36.8015625,36.8015625
36.8015625,36.4015625,36.4015625
36.4015625,35.2015625,36.8015625
36.8015625,36.4015625,36.4015625
36.8015625,36.4015625,36.8015625
36.4015625,36.4015625,36.8015625
36.8015625,36.8015625,36.8015625
36.4015625,36.8015625,36.8015625
36.4015625,37.2015625,36.4015625
36.4015625,36.4015625,36.4015625
36.4015625,36.4015625,36.4015625
36.4015625,36.8015625,36.4015625
36.4015625,36.8015625,36.4015625
36.8015625,36.8015625,36.8015625
36.8015625,36.8015625,36.4015625
36.8015625,36.4015625,36.8015625
36.4015625,36.4015625,36.8015625
36.4015625,36.4015625,36.8015625
36.4015625,36.8015625,36.4015625
36.4015625,36.4015625,36.4015625
36.4015625,36.8015625,36.8015625
36.8015625,36.8015625,36.8015625
36.4015625,36.4015625,36.4015625
36.4015625,36.8015625,36.4015625
36.8015625,36.4015625,36.4015625
36.4015625,36.4015625,36.4015625
36.8015625,36.8015625,36.8015625
36.4015625,36.4015625,36.4015625
36.4015625,36.8015625,36.4015625
36.4015625,36.8015625,36.8015625
36.8015625,36.4015625,36.4015625
36.8015625,36.4015625,36.8015625
36.4015625,36.8015625,36.4015625
36.8015625,36.4015625,36.4015625
36.4015625,36.4015625,36.4015625
36.4015625,36.8015625,36.4015625
36.4015625,36.8015625,36.4015625
36.4015625,36.4015625,36.4015625
36.8015625,36.4015625,35.6015625
36.8015625,36.4015625,36.4015625
36.4015625,36.4015625,36.4015625
36.8015625,36.4015625,36.8015625
36.4015625,36.4015625,36.8015625
36.8015625,36.8015625,36.4015625
36.4015625,36.8015625,36.8015625
36.8015625,36.8015625,36.4015625
36.8015625,36.8015625,36.4015625
36.8015625,36.4015625,36.8015625
36.8015625,36.8015625,36.8015625
36.4015625,36.8015625,36.4015625
36.8015625,36.8015625,36.8015625
36.8015625,36.8015625,36.4015625
36.4015625,36.8015625,36.4015625
36.4015625,36.4015625,36.4015625
36.8015625,36.4015625,36.8015625
36.8015625,36.8015625,36.8015625
36.8015625,36.8015625,36.4015625
36.8015625,36.4015625,36.8015625
36.8015625,36.8015625,36.8015625
36.4015625,36.4015625,36.8015625
